,numero_de_cliente
2684162,46358266
2684211,46359944
2684348,46374917
2684506,46386216
2684549,46389844
2684592,46394413
2684643,46397180
2684664,46399379
2684707,46400626
2684732,46402335
2684750,46404354
2684771,46405403
2684781,46407175
2684788,46407202
2684826,46410736
2684846,46419998
2684887,46421229
2685005,46433327
2685055,46438066
2685133,46443249
2685137,46443592
2685145,46443723
2685258,46457241
2685319,46466210
2685366,46469428
2685381,46473214
2685448,46478138
2685543,46489954
2685571,46491667
2685630,46497583
2685652,46500829
2685828,46510781
2685834,46512892
2685873,46515420
2685898,46518719
2685938,46523987
2685986,46526804
2686078,46532314
2686180,46542745
2686289,46554928
2686300,46555484
2686311,46556298
2686404,46565301
2686476,46572637
2686534,46580216
2686549,46580532
2686553,46581605
2686559,46583604
2686569,46583813
2686614,46587691
2686666,46591349
2686860,46609436
2686879,46611320
2686897,46612747
2686936,46616001
2686946,46616166
2686960,46617969
2686962,46618702
2686972,46620527
2687005,46623526
2687027,46625513
2687064,46628423
2687121,46637534
2687153,46640968
2687186,46646217
2687201,46646629
2687234,46653039
2687262,46654139
2687280,46657134
2687307,46659326
2687455,46674831
2687480,46699683
2687495,46720587
2687591,46769928
2687694,46783717
2687705,46788178
2687713,46788799
2687819,46798956
2687846,46802352
2687850,46804825
2687882,46808329
2687892,46809213
2688030,46816827
2688050,46820759
2688134,46839016
2688178,46847764
2688193,46848305
2688207,46852623
2688220,46853329
2688230,46853838
2688240,46855614
2688254,46856474
2688294,46858913
2688309,46860387
2688313,46860707
2688348,46870031
2688352,46870077
2688420,46879945
2688435,46881631
2688465,46888288
2688550,46904723
2688613,46924250
2688659,46928958
2688663,46931493
2688665,46932138
2688672,46933137
2688682,46937988
2688718,46955307
2688725,46955411
2688757,46961454
2688798,46965730
2688810,46966089
2688838,46969875
2688868,46972522
2688980,46985315
2689025,46989405
2689081,46997088
2689136,47005188
2689199,47012891
2689285,47022153
2689294,47022635
2689328,47025244
2689362,47027463
2689377,47031318
2689402,47033066
2689480,47043308
2689531,47048861
2689601,47052484
2689641,47058724
2689650,47059407
2689654,47060048
2689675,47062510
2689684,47063104
2689709,47064436
2689771,47072925
2689814,47075148
2689828,47076846
2689836,47076989
2689849,47077869
2689868,47081519
2689906,47086937
2689940,47091734
2690022,47106927
2690093,47113109
2690176,47183972
2690201,47205714
2690244,47252284
2690256,47253318
2690286,47256162
2690314,47311307
2690334,47313411
2690487,47331104
2690524,47337039
2690561,47341639
2690569,47345996
2690611,47350689
2690636,47352738
2690715,47360710
2690743,47364662
2690807,47370995
2690814,47371180
2690826,47374927
2690842,47376432
2690903,47382263
2690908,47382328
2690967,47392362
2690979,47393060
2690997,47394419
2691050,47399378
2691098,47408303
2691126,47411645
2691173,47424793
2691221,47442926
2691315,47477048
2691421,47499341
2691534,47615509
2691555,47616570
2691563,47617515
2691608,47623910
2691622,47627522
2691626,47627796
2691637,47630671
2691699,47639708
2691716,47640569
2691846,47663503
2691889,47670368
2691900,47671564
2691912,47672271
2691974,47675146
2691985,47675423
2691987,47675539
2692022,47679313
2692055,47684643
2692105,47690574
2692170,47696621
2692174,47696656
2692239,47704698
2692277,47710112
2692284,47711154
2692322,47714372
2692354,47719497
2692392,47724483
2692423,47733193
2692462,47742107
2692467,47743558
2692510,47754012
2692521,47757825
2692622,47779694
2692630,47782237
2692641,47785100
2692737,47804133
2692739,47804519
2692757,47807251
2692771,47814633
2692781,47818241
2692786,47821077
2692804,47833392
2692809,47833523
2692835,47840824
2692851,47849484
2692897,47864869
2692967,47889822
2693021,47912050
2693039,47916375
2693043,47919277
2693094,47934756
2693109,47937064
2693131,47949841
2693152,47961260
2693161,47966801
2693192,47978799
2693214,47992205
2693243,48009439
2693268,48013997
2693277,48016073
2693281,48018010
2693305,48027318
2693347,48045008
2693363,48048473
2693384,48059676
2693452,48072893
2693473,48079461
2693526,48096398
2693541,48097880
2693568,48104810
2693573,48108735
2693603,48114744
2693627,48118807
2693680,48134996
2693771,48162016
2693821,48170850
2693838,48176129
2693876,48190195
2693884,48190500
2693901,48195752
2693906,48196574
2693950,48219469
2693952,48230571
2693974,48285593
2693984,48288016
2694017,48294947
2694032,48300396
2694038,48301681
2694083,48315832
2694109,48332823
2694146,48339372
2694157,48342633
2694189,48357100
2694206,48360261
2694239,48372220
2694280,48397419
2694305,48415977
2694339,48432386
2694412,48467074
2694440,48486593
2694443,48487014
2694449,48495650
2694464,48502257
2694484,48511325
2694495,48514995
2694498,48517685
2694501,48519641
2694510,48543505
2694515,48546550
2694517,48547330
2694521,48559019
2694523,48559161
2694541,48594849
2694547,48607426
2694554,48615306
2694561,48619150
2694563,48624514
2694565,48626003
2694585,48700717
2694588,48772807
2694589,48778457
2694591,48789980
2694602,48813176
2694605,48825760
2694606,48836631
2694607,48836647
2694608,48840895
2694609,48842671
2694611,48850149
2694613,48857863
2694614,48861722
2694616,48868553
2694617,48872149
2694618,48872798
2694619,48879015
2694621,48888913
2694626,48915521
2694628,48926901
2694629,48928344
